participant_id,trial_id,timestamp_ms,x_px,y_px,pupil,qc_anomaly_score,qc_flag,qc_model,qc_model_version
P001,T01,2050.0,755.9559635104492,644.662570674539,3.1978155372977075,-0.07989538810484081,False,IsolationForest,sklearn
P001,T01,2066.666666666667,759.6308789737496,647.9904968561061,3.430234440533509,-0.07486544561743136,False,IsolationForest,sklearn
P001,T01,2083.3333333333335,757.9133865724154,650.2603247526496,3.2629592333344304,-0.08160626221542394,False,IsolationForest,sklearn
P001,T01,2100.0,746.9249500671247,648.5822879120564,3.06110256058512,-0.0035541569551268415,False,IsolationForest,sklearn
P001,T01,2116.666666666667,755.1081234460081,653.0582128219148,3.213662372005825,-0.06829796083547574,False,IsolationForest,sklearn
P001,T01,2133.3333333333335,737.3209504189582,650.3407352822517,3.590449801469688,0.07660200177576582,True,IsolationForest,sklearn
P001,T01,2150.0,733.9635167026613,652.6661363297532,3.1126849976406668,-0.024120174252120596,False,IsolationForest,sklearn
P001,T01,2166.666666666667,734.5603815407558,652.235633070648,3.3948967346028094,-0.0457743402187476,False,IsolationForest,sklearn
P001,T01,2183.3333333333335,738.5703376494038,648.7937716594942,3.4077378490092656,-0.07440401697699917,False,IsolationForest,sklearn
P001,T01,2200.0,732.7494405314953,644.3552933809214,3.460294120358428,-0.06700599051416356,False,IsolationForest,sklearn
P001,T01,2216.666666666667,741.1723688838947,642.1426148214605,3.4746054691524852,-0.062340343677977084,False,IsolationForest,sklearn
P001,T01,2233.3333333333335,742.7217418238308,649.96620492981,3.2565875427066993,-0.08610910282324541,False,IsolationForest,sklearn
P001,T01,2250.0,740.0303565756607,652.2278746830257,3.1121089113383382,-0.04896376818440279,False,IsolationForest,sklearn
P001,T01,2266.666666666667,736.7977286699543,657.9669379866934,3.0126887634119432,-0.004352917279262902,False,IsolationForest,sklearn
P001,T01,2283.3333333333335,726.6789197625496,653.8357906548737,3.329719908133073,-0.0670456737459525,False,IsolationForest,sklearn
P001,T01,2300.0,725.1586543488615,653.0398662979734,3.324406588874393,-0.05028631029699804,False,IsolationForest,sklearn
P001,T01,2316.666666666667,729.3997521942558,656.3531961499008,3.346204552518732,-0.07597222627654765,False,IsolationForest,sklearn
P001,T01,2333.3333333333335,731.1782601991077,666.5285626635562,3.2895486994736984,-0.040588781720008626,False,IsolationForest,sklearn
P001,T01,2350.0,726.6570947169635,661.3672493106669,3.1506633854878707,-0.04565536056376307,False,IsolationForest,sklearn
P001,T01,2366.666666666667,723.5744684783423,656.9232627445124,3.2915183542017514,-0.07096743579300607,False,IsolationForest,sklearn
P001,T01,2383.3333333333335,723.8813208296552,653.0955863573638,3.4080221476823955,-0.06613487819930525,False,IsolationForest,sklearn
P001,T01,2400.0,674.8373607896116,568.4776540088171,3.365811350499576,0.14163262633169604,True,IsolationForest,sklearn
P001,T01,2416.666666666667,666.1485972331213,568.1377527288951,3.3314442974489253,0.010186961658227078,True,IsolationForest,sklearn
P001,T01,2433.3333333333335,667.287657590146,560.8636403026061,3.4603423320014604,-0.07925272556057561,False,IsolationForest,sklearn
P001,T01,2450.0,665.7725535843282,562.6809119918015,3.010809364104015,0.004349800618154376,True,IsolationForest,sklearn
P001,T01,2466.666666666667,664.0098800634154,557.3202468846672,3.385727577915679,-0.1028550039402249,False,IsolationForest,sklearn
P001,T01,2483.3333333333335,656.9501917468396,553.1329298642412,3.3282538041971916,-0.10994971199143178,False,IsolationForest,sklearn
P001,T01,2500.0,649.6159458716002,554.3781104757759,3.518555862097573,-0.0621426709445998,False,IsolationForest,sklearn
P001,T01,2516.666666666667,647.0724633570811,546.1193147348796,3.1462716951785,-0.09175861618218051,False,IsolationForest,sklearn
P001,T01,2533.3333333333335,643.9489328799486,550.1823211736478,3.3289991663785004,-0.11094956414711327,False,IsolationForest,sklearn
P001,T01,2550.0,647.0413952973535,547.2946267368695,3.4529336660329486,-0.0937660823047134,False,IsolationForest,sklearn
P001,T01,2566.666666666667,643.2217035987401,550.0002847908922,3.3915511778804324,-0.10746327415046264,False,IsolationForest,sklearn
P001,T01,2583.3333333333335,633.1081196944313,552.6904569905334,3.1758830337990718,-0.07364865050955344,False,IsolationForest,sklearn
P001,T01,2600.0,624.5657130820368,554.9220677282487,3.203208131483115,-0.09497767868338725,False,IsolationForest,sklearn
P001,T01,2616.666666666667,628.8486339009312,556.1302903366325,3.226322783832852,-0.09689663011034794,False,IsolationForest,sklearn
P001,T01,2633.3333333333335,626.2047193715127,556.2908287064871,3.332269613721432,-0.09906106809596471,False,IsolationForest,sklearn
P001,T01,2650.0,629.0315371319123,553.6235669706634,3.250603401334055,-0.09847526845549237,False,IsolationForest,sklearn
P001,T01,2666.666666666667,622.7880208168377,541.559665316016,3.493312439401427,-0.024332896684284788,False,IsolationForest,sklearn
P001,T01,2683.3333333333335,620.3564052241418,531.8754751129151,3.2627419228564865,-0.09976025932786703,False,IsolationForest,sklearn
P001,T01,2700.0,619.2168621780082,526.3085349033058,3.369547337097177,-0.11096170644190156,False,IsolationForest,sklearn
P001,T01,2716.666666666667,610.2504284590924,529.8045185617802,3.546322197833507,-0.03777496073393183,False,IsolationForest,sklearn
P001,T01,2733.3333333333335,608.2264774866813,529.0945024897426,3.373830812036227,-0.07558687174203366,False,IsolationForest,sklearn
P001,T01,2750.0,600.6017849597938,520.4411444622065,3.319726884357276,-0.07063338179592771,False,IsolationForest,sklearn
P001,T01,2766.666666666667,611.68873503753,519.5702807931817,3.500146513334342,-0.05757448752940947,False,IsolationForest,sklearn
P001,T01,2783.3333333333335,615.2122900383467,521.1672821121379,3.195714330256226,-0.08376804248412917,False,IsolationForest,sklearn
P001,T01,2800.0,622.4874030593363,519.5483235907049,3.096964482099628,-0.06891032555187337,False,IsolationForest,sklearn
P001,T01,2816.666666666667,617.0728644905812,517.8366188973854,3.2902094676377853,-0.11616131906026161,False,IsolationForest,sklearn
P001,T01,2833.3333333333335,607.3789144546571,520.246953075013,3.237273756459638,-0.09717990447823466,False,IsolationForest,sklearn
P001,T01,2850.0,612.0879786743059,521.6088018513842,3.214335021115622,-0.09972361129058904,False,IsolationForest,sklearn
P001,T01,2866.666666666667,617.1028260521919,523.3555549641864,3.5859122739220886,-0.03694414591449541,False,IsolationForest,sklearn
P001,T01,2883.3333333333335,619.429044899764,522.5209153136435,3.398013104064095,-0.09681346746863995,False,IsolationForest,sklearn
P001,T01,2900.0,626.9393949511551,519.914300720457,3.2477511032467246,-0.10891484863281614,False,IsolationForest,sklearn
P001,T01,2916.666666666667,631.684205278229,527.4061729219408,3.244939140822084,-0.11158722174306013,False,IsolationForest,sklearn
P001,T01,2933.3333333333335,633.5686686214478,526.1773654218763,3.4142464383767868,-0.08644952849598825,False,IsolationForest,sklearn
P001,T01,2950.0,628.6084383399465,522.2652837520691,3.0215572785136624,-0.03458603448937342,False,IsolationForest,sklearn
P001,T01,2966.666666666667,623.1175016448709,521.259760479475,3.4335559069992314,-0.10605218532575894,False,IsolationForest,sklearn
P001,T01,2983.3333333333335,616.932619323244,520.9749877734073,3.425900834572962,-0.101506489204641,False,IsolationForest,sklearn
